requirement_id,regime,topic,topic_canonical,requirement_type,authority_level,requirement,covered_actors,data_categories,data_categories_canonical,legal_bases,consent_required,regions,exceptions,effective_from,effective_to,policy_version,source_ids
REQ-IN-DPDP-ACT-012,India-DPDP-Act,international_transfer,international_transfer,obligation,statute,Central Government may restrict transfer of personal data outside India to notified countries or territories,data_fiduciary,digital_personal_data,personal_data,,conditional,India,Government notification restrictions,2023-08-11,,DPDP-Act-2023,SRC-IN-DPDP-ACT
REQ-IN-DPDP-ACT-013,India-DPDP-Act,accountability,accountability,obligation,statute,Significant Data Fiduciaries have enhanced governance obligations,data_fiduciary,digital_personal_data,personal_data,,no,India,Different requirements under Section 10,2023-08-11,,DPDP-Act-2023,SRC-IN-DPDP-ACT
REQ-IN-DPDP-ACT-014,India-DPDP-Act,enforcement,enforcement,enforcement,statute,Data Protection Board may impose statutory penalties,processor;data_fiduciary,digital_personal_data,personal_data,,,India,Schedule and Act conditions,2023-08-11,,DPDP-Act-2023,SRC-IN-DPDP-ACT
REQ-IN-DPDP-RULES-001,India-DPDP-Rules,commencement,effective_dates,timing,delegated,The Rules commence in phases specified by Rule 1.,data_fiduciary;data_processor;consent_manager;significant_data_fiduciary,,,,,India,,2025-11-13,,DPDP-Rules-2025,SRC-IN-DPDP-RULES;SRC-IN-DPDP-RULES-CORRIGENDUM
REQ-IN-DPDP-RULES-002,India-DPDP-Rules,notice_and_consent,consent,obligation,delegated,The Rules provide implementation requirements concerning notices and consent mechanisms under the Act.,data_fiduciary;consent_manager,digital_personal_data,personal_data,consent,,India,,2027-05-13,,DPDP-Rules-2025,SRC-IN-DPDP-RULES;SRC-IN-DPDP-RULES-CORRIGENDUM
REQ-IN-DPDP-RULES-003,India-DPDP-Rules,security_and_breach,security,obligation,delegated,The Rules specify security safeguards and personal data breach-related obligations under the Act.,data_fiduciary;data_processor,digital_personal_data,personal_data,,,India,,2027-05-13,,DPDP-Rules-2025,SRC-IN-DPDP-RULES;SRC-IN-DPDP-RULES-CORRIGENDUM
REQ-IN-DPDP-RULES-004,India-DPDP-Rules,children,children,condition,delegated,The Rules provide implementation details concerning verifiable parental consent and specified exemptions for processing children's personal data.,data_fiduciary,child_personal_data,child_data,consent,,India,specified_rule_exemptions,2027-05-13,,DPDP-Rules-2025,SRC-IN-DPDP-RULES;SRC-IN-DPDP-RULES-CORRIGENDUM
REQ-IN-DPDP-RULES-005,India-DPDP-Rules,significant_data_fiduciary,accountability,obligation,delegated,"The Rules specify implementation requirements for Significant Data Fiduciaries, including governance, assessment and audit-related obligations.",significant_data_fiduciary,digital_personal_data,personal_data,,,India,,2027-05-13,,DPDP-Rules-2025,SRC-IN-DPDP-RULES;SRC-IN-DPDP-RULES-CORRIGENDUM
REQ-IN-DPDP-RULES-006,India-DPDP-Rules,accountability,accountability,obligation,delegated,Rules prescribe additional requirements for Significant Data Fiduciaries,data_fiduciary,digital_personal_data,personal_data,,no,India,Rule-specific conditions,2025-11-13,,DPDP-Rules-2025,SRC-IN-DPDP-RULES
REQ-IN-DPDP-RULES-007,India-DPDP-Rules,effective_dates,effective_dates,timing,delegated,Rules have phased commencement dates,data_fiduciary,digital_personal_data,personal_data,,,India,Rules 1-2 and 17-21 on publication; Rule 4 after one year; Rules 3;5-16;22-23 after eighteen months,2025-11-13,,DPDP-Rules-2025,SRC-IN-DPDP-RULES
REQ-US-STATE-001,US-State-Model,applicability,applicability,scope,derived,"US state privacy regimes may use jurisdiction-specific entity, revenue, consumer, data-volume or business-activity thresholds.",state_specific_covered_entity,personal_information,personal_data,,,US,state_specific_exemptions,,,GENERIC-MODEL-1.0,SRC-US-STATE-MODEL
REQ-US-STATE-002,US-State-Model,consumer_rights,rights,right,derived,"State privacy regimes may provide combinations of access, correction, deletion, portability, appeal and other consumer rights.",state_specific_covered_entity,personal_information,personal_data,,,US,state_specific_exemptions,,,GENERIC-MODEL-1.0,SRC-US-STATE-MODEL
REQ-US-STATE-003,US-State-Model,sale_targeted_advertising,sale_and_sharing,obligation,derived,"Some state privacy regimes provide opt-out rights concerning sale of personal data, targeted advertising or similar activities.",state_specific_covered_entity,personal_information,personal_data,,,US,state_specific_exemptions,,,GENERIC-MODEL-1.0,SRC-US-STATE-MODEL
REQ-US-STATE-004,US-State-Model,sensitive_data,sensitive_data,condition,derived,"Some state regimes impose heightened requirements for sensitive personal data, including consent or other restrictions.",state_specific_covered_entity,sensitive_personal_data,sensitive_data,state_specific_consent;state_specific_exception,no,US,state_specific_exemptions,,,GENERIC-MODEL-1.0,SRC-US-STATE-MODEL
REQ-US-STATE-005,US-State-Model,children,children,condition,derived,"State regimes may impose additional requirements for processing data of children or minors, with age thresholds and consent mechanisms varying by jurisdiction.",state_specific_covered_entity,child_or_minor_data,child_data,state_specific_consent,,US,state_specific_exemptions,,,GENERIC-MODEL-1.0,SRC-US-STATE-MODEL
REQ-US-STATE-006,US-State-Model,privacy_notice,notice,obligation,derived,"State privacy regimes may require notices describing categories of personal data, purposes, rights and other jurisdiction-specific information.",state_specific_covered_entity,personal_information,personal_data,,,US,state_specific_exemptions,,,GENERIC-MODEL-1.0,SRC-US-STATE-MODEL
REQ-US-STATE-007,US-State-Model,processor_relationship,vendor_relationship,obligation,derived,State privacy regimes may distinguish controllers and processors and impose contractual or operational obligations on processor relationships.,controller;processor,personal_information,personal_data,,,US,state_specific_exemptions,,,GENERIC-MODEL-1.0,SRC-US-STATE-MODEL
REQ-US-STATE-008,US-State-Model,appeals,rights,right,derived,Some state privacy regimes provide consumers with an appeal mechanism following denial of a privacy request.,state_specific_covered_entity,personal_information,personal_data,,,US,state_specific_conditions,,,GENERIC-MODEL-1.0,SRC-US-STATE-MODEL
REQ-US-STATE-009,US-State-Model,effective_dates,effective_dates,timing,derived,State privacy requirements must be evaluated using jurisdiction-specific effective and compliance dates.,state_specific_covered_entity,,,,,US,,,,GENERIC-MODEL-1.0,SRC-US-STATE-MODEL
